maxdepth,elevation_m,lake_area_m2,B2,B3,B4,B5,B6,B7,B10,B11
18.8976,333.776062,65846.12234,15151,14352,15031,16617.5,7216.5,7279,17063,16437.5
10.668,366.1871643,761246.97,18113,17215,17495,21350,10728.5,10028,16109.5,15408
19.2024,506.2649841,2117723.987,14846,14417,14497,14015,7599,7692,17269,16814
14.0208,518.8046875,3399152.103,16453,15462,15902,15314,7349,7383,17226,16804
2.44,295.0499878,2966364.368,10079,9316,8138,7857,6176,5950,12789,12676
8.2296,353.8590088,181318.41,14244,12954,13477,16346,7184,6796,17969,17113
3.3528,434.3420105,152227.1787,13874,13141.5,13435,15116.5,7323.5,7387,17478,16831
8.2296,511.7769775,988333.2765,16336,15442,15798,17303,8543,8050.5,17486.5,16887
3.048,494.1199951,693048.2846,14361,13278,13468,15612,7166,7117,17806.5,16939.5
32.9184,513.8952026,3378885.064,12452,11432.5,11257,13359.5,8326.5,7782,16185.5,15393.5
11.2776,268.8379822,190894.3141,10627.5,9415.5,8633,14281.5,9823,7658,18048.5,17216.5
25.908,521.4920044,2283336.808,16136,14966,15796,17641,8067,8053,17259,16829
8.5344,397.6719971,387391.9663,11418,10284,9412,11903,6953.5,7115.5,17915,17047.5
11.8872,423.7000122,1104480.442,9949,8850.5,8610,13957.5,8488,6872,18608.5,17609.5
14.6304,479.1170044,3182044.492,12962.5,11785.5,11867,12391.5,6623.5,6437.5,15480.5,14987.5
2.1336,183.5429993,253177.0632,15302,14370,14783,14920,7679,7631,17228,16426
11.2776,209.249588,999486.1587,15862,15270,15709,13606,9025,8916,17738,16807
6.7056,512.6289673,146481.4404,19135,18684,18568,23154.5,13248,13255.5,14160.5,13784.5
13.1064,252.7749939,56452.15865,13771,12530,12067,13865,8404,7878,17990,16745
93.8784,356.9039917,7543050.033,17698,16467,16347,19154,10483.5,9917,15734,15214.5
3.3528,289.5209961,5413411.866,15287,13635,14063,15486,7584,7715,15223,14640
10.668,374.4559937,1628692.423,17443,15993.5,15310.5,19850.5,11790.5,10509,13274,13375.5
6.7056,336.4301758,86324.92542,13152,12274,12722.5,13769.5,7570,7765.5,15678,15379.5
13.1064,380.7096558,742033.9127,17975,17092,17855,20012,7887,7814,16418,15855
6.7056,488.3109741,1462677.762,11002.5,10341,9720,14779.5,9589,7957.5,19457,18463
13.716,259.0419922,9866318.201,14396,13368,13569,14845,7176,7119,18036,16926
31.0896,314.1690063,3434418.086,16283,15644,16627,17738,7688,7800,16201,15580
8.84,210.5628052,220345.1743,11854,12456,12560,15200,7066,7261,18749,17880
12.8016,449.8919983,443378.7112,13653.5,12454.5,12873.5,13056.5,6411.5,6492,17853.5,16972
18.5928,488.0050049,2008166.835,15979.5,15076.5,15837.5,17067,6399,6323.5,18674.5,17748
19.2024,357.4118652,2485739.476,15714,14700,14801,19177,10150.5,9196.5,15098.5,14699
1.52,373.6955872,8743899.471,9633,8821.5,8927.5,17294,11269.5,9255.5,20371,18732.5
11.8872,502.2960205,584124.327,8810.5,8021,7099,12000.5,8537,6976.5,15224.5,14886
2.4,427.4584961,2424294.92,10704,9482,8684,11140,6788,6597,17016,16259
9.8,316.230011,601496.5615,14760.5,14213.5,13877.5,16288.5,7840,7821.5,19771.5,18329.5
24.4,300.0499878,2196094.837,12872.5,11712,11267.5,12349.5,6934.5,6972.5,21481,19474
11.5824,512.3829956,17818967.17,16729,15929,16512,17239,7576,7518,17357,16912
18.288,517.8930054,2479393.919,15844,15330,15779,15755,8131,8289,16942,16343
22.1,206.5428925,31129006.24,10358.5,9259,9043,14066.5,9925.5,7369.5,18893.5,18019.5
30.2,418.8340149,2904622.501,9629,8757,8476,14588,10023,7424,19161,17681
3.7,332.7850037,250741.4143,14237,12721,12406,13667,6516,6646,17379,16712
28.9,388.8659973,941049.4539,15866,15261,16290,17098,7147,6817,14175,13829
53,146.7779999,17053065.97,14097,13464,13150,9769,5572,5547,18392,17548
10.7,178.4830017,1192848.828,15333,14476,14945,15819,6310,6384,17795,16652
6.1,179.1399994,155930.8051,14277,13218,12568,12935,6774,6210,18488,17612
7.3,206.4850006,354426.0926,14658,13531,13060,13530,6319,5805,18130,17023
24.3,61.90000153,2151243.168,8932,8097,7357,13892,8901,6960,21990,19853
4.6,253.1819916,221104.7427,13854,12997.5,12595.5,18876,11459,9820.5,16366.5,15915
2.7,376.2869873,139959.5824,15291,14001,13208,14648,5939,5623,18480,16450
6.7,339.8880005,469099.8532,17574,16830.5,17943,19678.5,9533.5,8963,14487.5,14027
4.6,124.8099976,1222719.48,13066,12475,12467,12184,6062,5738,18410,17374
5.4,415.8345032,466029.3383,15007,14125,14274.5,15609,6928,6832,15973.5,15409.5
13.1,320.7850037,505413.5572,15607,14514,13834,12932,7154,7201,17601,16680
10.9,405.2290039,45388.98642,15401,14111,14006,16242,7009,7108,17518,16631
10.7,327.8680115,118377.8129,13686,12920,13366,15182,6823,6673,17158,16248
6.1,255.2319946,137968.6159,14407,13730,13631,11388,6433,6522,18001,17056
22.3,124.5090027,16284882.63,16041.5,14763,14645,17500,7183.5,7302,17451.5,16820
4.8,362.6839905,60566.35022,18189,16655,17152,21653,11061,10253,16790,16195
9.1,394.8680115,2818909.071,9925,8940,8898,15597,9311,7470,14553,14380
1.5,331.9966431,50159.54188,8821,8088,7032,14261,8945,6801,20873,19056
5.5,259.4989929,146457.7876,11697,10623,10861,15386,9280,7278,18619,17817
31.0896,173.8390045,7386139.158,13833,13079,12937,12268,5735,5545,18786,17468
14.1,169.9390106,2335548.358,16595,15977,15898,14779,6452,6572,18396,17520
4.6,151.0359955,394906.2748,11096,9763,9503,11181,6186,6225,19225,18361
9.4,199.1959991,997746.3885,14769,13629,12913,16206,6285,6366,16050,15718
2.5,382.7946167,87951.35168,12998,12041,11874,11977,6372,5847,17589,16730
2.7,422.32901,168379.9807,15374,14435.5,15036,16488.5,8487.5,7828,17354,16387
13.1,168.7050018,1626654.719,15543,14373,13727,9998,6406,6253,18149,17190
6.7,274.4970093,669838.6578,19290,18761.5,19642,21097.5,9453,8961,15516,15026.5
7,176.0189972,334895.1967,15097,13888,13941,16982,6964,6895,17785,16748
7.6,141.7805023,133366.1912,16078,14987,14565.5,18893.5,6885.5,6999.5,17781.5,16860.5
6.4,248.5319977,802839.0252,16866,16303,16289,13274,6042,5763,18358,17246
5.8,181.8339996,61299.32209,13934.5,12861.5,13256,14601.5,7104,6960.5,17436,16785.5
4,121.7130051,64748.46347,13561,12808,13151,16154,7720,7027,17044,15882
16.4,219.6549988,805228.4121,13411,12343,12278,12434,5986,5813,18142,17202
55.5,179.1130066,18012649.03,12826,11946,11829,12481,5915,5971,17610,16314
9.1,455.2969971,114211.2716,24620.5,23324.5,23771,26350,9602.5,8939.5,16098,15486.5
14.6,287.8399963,96418.43974,17205.5,16530.5,17232.5,18679,7530.5,7514.5,17007.5,16417
4.6,244.5440063,548221.5436,12301,11225,10361,10798,6717,6769,19287,17813
7.6,316.8630066,140490.1278,18712,18324.5,19634.5,21520.5,7795,7651.5,15995,15567.5
3.7,253.9980011,119697.6976,12861,11767,12183,14231,5906,5754,16377,15455
6.3,174.1699982,87108.66695,16325,15782,17233,18750,7096,7063,17484,16326
54.9,153.4839935,184756533.3,11386,10267,9571,8642,5648,5631,18006,17183
7.5,84.48999786,1379345.79,12596,11232,10892,12192,5663,5604,20429,18909
4.8,498.8659973,123852.321,17536,17208,18499,19647,8929.5,8145.5,15937,15400
5.4,238.8939972,95185.58066,19986.5,18897,19231,22751.5,11846,11012,16484.5,15753.5
2.1,387.8510132,54985.92508,16447,16125,17017,14966,7070,6747,18756,17583
5.5,712.5339966,112250.5094,10159.5,9059,8419,14686.5,8198.5,6663,17576,16560
1.5,43.31369781,139832.406,9633,8922,8799,15525,11335,7989,23182,21393
5.5,161.6829987,272684.012,11101,10457,10087,17441,11614,8299,18203,17567
2.8,369.8469849,108890.2589,11643.5,10827,10908.5,14636,9556.5,7868.5,15745.5,15188
26.2,401.8469849,1402134.612,12309,10931,10784,13060,6875,6112,15184,14846
16.1,391.8340149,200911.3287,17114,15612,15068,18078,7232,7008,16964,16186
2.4,196.7789917,149173.7898,16017,14987,15259,19167,10150,8080,17226,16449
6.1,154.6549988,368824.1886,9589,8787,8337,15778,10147,7242,17575,17035
3.7,50.99900055,162497.2933,15582,14434,13773,12119,6673,6737,18138,17294
6.7,216.8690033,83944.89097,16581,15608,15162,17748,6064,6054,17254,16608
5.3,206.1440125,1696437.778,13616,12879,12857,13189,7031,6697,17573,16837
31.1,450.8340149,956941.5248,11406,9907,9287,13240,6181,5887,18200,17392
11.6,129.1119995,461524.6425,24583,23024,22949.5,27520.5,10875,10151.5,14165,14067
3,358.9089966,260418.0576,17416,15893.5,16080,20991.5,11730.5,11431.5,13419,13167
6.7,285.4120178,120225.9448,16749,15918.5,16126,17691,7263,6983,17292,16605
5.2,355.7960205,387423.1018,13190,11641,10860,11980,6488,6293,18416,17486
9.7,414.1020203,461803.4142,13876,13019,13467,16714,7934,8012,16858,15895
1.8,105.6042099,87046.46612,11629,11005,10975,11146,6849,6264,19064,18006
1.7,129.6000061,122334.926,9112,8232,7474,14421,9492,7160,19397,18651
6.4,66.85099792,86069.17209,13487,12706,13228,12752,5927,5718,19107,17457
6.1,186.4400024,471289.1852,11570,11114,10719,14031,6831,6300,18532,17390
17.4,246.1699982,664666.1342,17290,16836,17578,19179,7612,7257,17671,16531
20,400.696991,1352938.484,24091,22657,23032.5,26289,12127.5,11706.5,15205,14526.5
4.8,272.0469971,72902.54689,16179,13969,13263,15492,6877,6691,17952,17303
6.1,205.5980072,678369.2397,14314,13032,12319,15550,7027,6780,17281,16410
9.1,153.1080017,145612.2832,12857,11469,11023,13141,6754,6687,18541,17760
5.2,260.1579895,107267.9495,12035,11063,10636,13940,7473,7061,17263,16553
6.7,338.82901,329886.767,12125.5,11200,10913,11359.5,6199.5,5911.5,14791,14605
4.9,234.8580017,274580.6757,15574,14157,14081,15426,6449,6469,18342,17338
3.6,200.1170044,43652.62892,15244.5,14773.5,13987,18708.5,7085,7181.5,17842,16809
1.2,1.730000019,157849.7103,9116,7750,6880,6897,5461,5278,20932,19162
6.2,121.8000031,46957.32827,12106,11007,10276,11639,7201,6487,19335,18091
20.3,468.8789978,461495.0712,17125,16257,16577.5,19096,8702,8384.5,14899.5,14483
8.2,148.8699951,93960.80948,14683,13352,13195.5,16699.5,8139.5,7496.5,17765,16842.5
4,131.5,153835.7284,9589.5,8719.5,8345,13715.5,8454,6806,20784.5,19322.5
13.1,155.0031433,1346849.003,13468,12464,12079,14082,6429,6505,17603,17001
7,288.5281067,89069.85725,21914,20933.5,21847,23117.5,12972.5,12820.5,14208.5,14032.5
8.6,577.8250122,65097.80087,19068.5,18044,19045.5,26765,11373,9559.5,16159,15644
3.3,397.9208679,176878.5823,18609,18018.5,18901.5,21507.5,13897,13929,14116.5,13939
7.6,187.6329956,72442.13327,12706,12141,12100,15619,6401,6395,18045,17271
2.4,100.25,123018.9524,11414,10220,9295,11983,5957,5639,19183,18153
4.6,169.9120026,105015.962,12580,11792,11567,12524,7166,6921,18514,17395
8.4,55.8690033,50792.60708,13179,11718,11593,12836,5896,5538,19175,17937
6.7,194.3710022,181140.0509,20181,19297,20360,21805.5,10452,10380,13543.5,13478
20.1,227.904007,4675047.486,20054,19184,19997.5,21725,11915,12183,14412.5,14265.5
15.5,131.1849976,452186.1809,13097.5,11725.5,11680,13200.5,6823,6570.5,18079,17052.5
15.5,43.76599884,646057.111,9097,7517,6724,6881,5469,5296,21415,20028
11.3,279.3120117,1306124.745,16594,16075,15479,14995,6916,6610,17276,16637
7.8,318.2869873,2402109.877,11867,10420,10323,13281,7189,6611,19781,18745
8.2,43.90000153,134989.5802,9414,7739,6884,7601,5436,5319,21522,19546
6.8,125.9830017,71085.11903,16639,15436,15532,12534,6350,5995,19117,18081
24.4,201.0619965,300611.3029,13891.5,13162,13284.5,18726,11625.5,9967.5,16474,15985.5
16.8,388.8609924,120020.7339,16421,15842,16520,20293,7219,7122,15750.5,15187
2.5,327.8370056,77102.19796,17218,16398.5,17422,18857.5,7237,7335,17491.5,16623.5
4.6,366.8789978,79832.17867,18067,17076,17750.5,20779,8514.5,8366,15852,15286
6.2,365.8340149,772819.3528,14151,14085,13376,13109,6198,6239,17123,16466
8.8,203.8679962,226618.0331,15922,14816,14634,18861,6965,6885,17834,16939
6.1,309.9060059,517726.3685,15369,14918,14731,17222,8551,8801,17070,16383
4.9,591.9320068,59417.83753,13924.5,13037.5,13085,14673,7172,6858,17283.5,16554
2.4,98.8730011,666169.8148,11517,10178,9863,9332,6380,5651,18943,17948
20.1,251.3360138,666967.8832,13876,13288,12746,13654,6988,6742,18129,17180
10.6,705.5019531,279109.2556,17090,15981,16900,18502,8418,8291,15631,15295
3,286.302002,300233.7817,15900,14312,14379,15369,7219,7128,17294,16676
4.8,564.4639893,12284.11334,13638,12694,12962,16646,7714,7326,16614,16140
5.5,132.6820068,122725.1935,11867,10246,9737,12615,6439,5866,18677,17681
13.4,334.803009,728574.1874,10184,8812,8526,9034,6720,6223,18245,17416
13.7,131.3800049,161390.0153,11587,10591.5,10219,10780,5585.5,5496.5,19173.5,18044
7.3,368.8800049,516460.2687,15627.5,14426,14549,18829,11803.5,10865.5,14664,14278.5
1.2,336.9900208,44562.37541,14088,13331,12860,15427,7758,6919,17104,16467
3,83.66000366,244766.5818,10440,9298,8778,9057,5528,5466,19968,18974
9,65.92900085,520291.6466,11754,11188,11237,9599,5725,5532,19943,17894
13.1,583.2930298,239023.0472,16043,15561,16120,17971,7963,7956,17123,16489
9.7,265.9389954,379913.5255,14552,13723,12863,13105,6791,6522,17196,16676
15.3,281.5559998,191095.8958,23072,21780.5,22707.5,25006.5,13259.5,12283.5,14275,14273.5
3,293.7850037,152907.6617,10754,9569,9353,10497,6348,6274,17686,17001
3,353.0472717,256830.8676,9701,8991,8153,13597,7890,6497,17922,16802
2.4,187.326004,43288.67081,11571,10530,10604,11678,6305,6123,18179,17252
7.6,335.8919983,290154.011,16407,15363.5,15807,17658,7647,7319,14533,14261.5
3.5,76.80000305,222667.4947,9617,8842,8397,16417,11283,8206,20175,19037
11.7,198.9799957,182820.9617,11459,9982.5,9639,17426,11202,9200.5,19943.5,18951.5
9.2,297.8120117,298604.3206,10245,9692,9059,10713,7260.5,6513.5,19460.5,18197
18.5,185.1000061,376740.1607,10645.5,9511,8699.5,9246.5,5579,5429.5,21170.5,19796
7.7,292.8534546,96253.37049,10138,9807,8576,9769,6462,6160,11053,11150
11,188.9389954,237124.447,16614,15568,15049,17092,6848,6860,17379,16720
5.2,404.8510132,49732.27956,13186,12396,12405,12752,6739,6332,17105,16548
14.6,379.3590088,30869591.77,14533.5,13703,13997,14424,6787,6669,17084,16499.5
6.7,765.6505737,25373.25797,18027,17376,18112,20685,10328.5,9117,14471.5,14377
16.5,271.9159851,1621648.382,20442,19281,20291.5,21569,11650,10676.5,13594,13577.5
4.9,146.1439972,3917536.351,13333,12209,11980,10037,6000,5761,16109,15280
15.2,190.3769989,889205.4708,9969,9465,9608,12383,7317,6152,18585,17566
4.1,498.8680115,77745.02303,18332.5,17596,18211.5,20973.5,9196,8710.5,14898.5,14563
2.6,325.680603,287790.6461,16666,15536,15789,12974,6882,6513,17409,16524
5.5,133.4720001,203347.8318,12802.5,11431,10827,14139,7229,7359,18760,17302
4.7,387.8340149,473844.7478,9168,8334,7633.5,15544,10051,7682,17268,16717
13.4,197.3860016,833898.8457,13147,12471,12014,14163,6075,5916,18135,17383
50,142.4989929,3922993.311,19187,17635,17292,18465,6626,6453,17642,16680
6.7,124.3619995,173466.5184,12401,12494,11565,13356,5991,5638,18563,17676
18.6,391.8919983,264789.0546,18716.5,17825,18306,22292,12007.5,12023.5,15171.5,14885.5
3,180.8899994,74181.39832,13790,11856,11796,13815.5,5877,5668,17339,16392.5
9.4,39.72999954,413881.8728,9917,8452,7631,9108,5480,5329,21062,19492
7,199.7260132,109221.4391,16048,15252,14867,15539,6285,6000,17520,16479
10.3,422.6470032,165457.6196,15501,14635,14325,15422,7278.5,7514.5,16449.5,15760.5
6.4,336.9060059,794138.0731,19214.5,18223,18840.5,21149.5,10667,9929.5,15935,15127.5
12.2,161.4069977,334537.9893,14516,13106,12452,13320,6406,6141,18446,17719
5.5,68.69300079,42060.08533,12182,10644,10561,21085,13342,9330,19014,18331
9.1,167.7389984,918897.1069,12975,12179,12068,10630,5656,5448,19230,17684
11.8,121.9319992,2452754.645,14279.5,13336,13791,14449,6052.5,5845.5,17986.5,17112.5
8.5,240.9430084,127890.3243,15764,14116,14009,15418,6609,6190,18536,17591
9.1,325.8800049,518136.4063,18318,17105,16566,21178,6650,6746,17014,16417
2.7,353.82901,297744.2871,13330,12782,12123,14942,7492,6745,16617,16064
6.4,411.0970154,176650.44,23958.5,22923,23286.5,25798,12377,12162.5,15160,14660.5
6.4,138.5469971,124775.3253,15534,14523,14509,17578,6538,6615,18239,16790
6.4,306.7850037,1306774.158,10552,9648,9577,15658,9212,7332,17782,17635
8.2,198.6679993,84457.90213,15398,14067,13314,17991,7378,7377,17520,16637
11.9,46.63056564,961710.2993,9174,7704,6873,7079,5470,5342,20507,19341
12.2,176.0279999,967503.6906,14242,13268,13638,15410,6735,6727,17602,16704
4.9,218.2640381,252447.77,15672.5,14937.5,15393.5,16978,6696.5,6657.5,17792.5,17063
1.8,154.6593323,33155.32467,11710.5,10207,9745.5,10271,7416,6573.5,16652,16027.5
7.6,342.8919983,769388.5141,19648.5,18819,19285,22429.5,10414,9880,14724,14294
7.7,232.1928253,161315.4074,20481.5,20172,21397.5,24461,11708.5,10675.5,16034.5,15490.5
4.5,390.8510132,724941.9116,12588.5,11507,11402,12202.5,6627,6261.5,15482,15167.5
28.6,248.6069946,2437711.942,13982,13121,12891,15185,6857,6620,17023,16246
12.2,265.0379944,88535.7303,12874,11825,11455,11750,6970,6691,17308,16691
7.6,51.04999924,44911.64539,12734,12164,12110,9682,5521,5416,20705,18815
6.1,144.5250092,143395.3422,14845,13824.5,14135,15621.5,6254.5,6140,17768.5,16846.5
1,355.8919983,61455.78502,18762.5,17857,18703,20730,11848,11376,14876,14368
9.2,181.8339996,587330.5325,14828,13995,13428,18610,7388,7542,17454,16602
15.2,257.7519836,400548.665,16043,15184.5,15222.5,19016,10945,9996,16708.5,16168
12.8,307.6869812,181429.219,14210.5,13856,13740.5,16644.5,7011,6921.5,17102,16215.5
1.8,556.7750244,44767.62587,15108,14177,14222,19099,8320,8551,16159,16173
9.2,272.3049927,344319.1297,14478,13517,13778,13402,6185,5723,17667,16858
8.2,382.8880005,195030.4298,17110,16389,16880.5,19560,9448,8913,14768.5,14534.5
5.5,112.9459991,599709.6262,16651,15757,15203,16811,6035,5867,18567,17717
11,186.7129974,52567.30995,14863,14582,14198,15800,6651,6425,18036,17178
3.4,215.6869965,125195.2899,16226,14672,14227,17051,7338,7384,17158,16393
13.4,317.9089966,421452.3889,24380.5,23062,23483,25856,11077.5,11074,14210.5,13941.5
16.8,126.2130051,348331.5111,12636,11828,12208,15473,9118,7160,17692,16985
16.8,178.1676788,2307715.089,9804,8865.5,8146.5,17239.5,11365,7946,16307.5,15745.5
21.4,164.4629974,3753983.216,12782,11459,10834,14190,6151,6072,18099,17212
53,148.7377319,97206.65966,14125,13023,13219,11493,5608,5442,18227,17465
4.3,563.8210449,52577.80594,17215,17105,18405,21594,7129,7119,14020,13644
4.5,340.6839905,612242.6946,24829.5,23425,23249.5,28316,11473,10790.5,15150,14715
2.7,331.8919983,633767.189,18310.5,17308.5,17603,19384,9232,8732.5,14404.5,14253.5
14.7,176.5700073,364071.1394,10926,10096,8996,14701,8594,6743,18382,17478
8.6,426.8649902,56926.18655,17664.5,16578.5,16292,21205.5,9964.5,9403.5,15839,15167
4.9,254.3769989,586007.5407,14907,14331,14768,15555,6679,6790,17729,16526
1.4,312.82901,63580.13212,10695,9470,9338,12235,7256,6660,19225,17759
2.2,123.5630035,189829.5269,11262,10342,9850,13226,6919,6180,19295,18167
41.2,197.0670013,4989622.303,12762,11539,11025,14951,10939,8648,19022,17985
5.2,226.9380035,194306.9063,13682,12538,12920,14238,6677,6516,18684,17727
7,198.6060028,83168.17163,12455,11509,11649,14840,7649,7103,18579,17291
13.2,484.4869995,91062.01845,15240,14421,14975,15683,6433,6385,16757,16033
16.2,119.0230026,762602.0537,16057,14900,16126,17319,6753,6751,16336,15805
1.9,59.21829605,77225.30387,9498,8723,7826,15495,10408,7421,20378,18830
4.3,65.02000427,46660.20273,13002,12237,12509,11959,6053,5664,20104,18699
2.6,833.9320068,49246.37115,17760.5,17181.5,17520,19244.5,7262.5,7339.5,16987.5,16554.5
18.3,145.5570068,366546.4615,15902,15105.5,14519.5,17389.5,6380,6122.5,17813.5,16812
19.8,176.0800018,1938047.008,13008,12182,12267,13544,5621,5469,18256,17236
13.1,254.3679962,651252.14,12304,11445,11136,13223,7136,6837,18052,16694
40,250.102005,1793953.361,16955,15845,15601,19460,8167,7138,17212,16490
7.8,233.6940002,129658.0773,18601,17515.5,17068.5,22879.5,11772.5,11365.5,15064,14682.5
10.4,215.6039124,123153.6631,13683,13068,12887,15394,6616,6636,18289,17332
